index,errors
1396303200,0.20302130212613348
1396303800,0.18983528732832838
1396304400,0.18004484400960596
1396305000,0.17122159619025823
1396305600,0.16604586411455408
1396306200,0.1567125994457824
1396306800,0.14949804678228973
1396307400,0.14385373255699818
1396308000,0.1362654987277137
1396308600,0.13021013668103537
1396309200,0.09983032679653536
1396309800,0.07676711505155338
1396310400,0.0597952126060153
1396311000,0.04653043422658873
1396311600,0.041442871045366834
1396312200,0.03645467162343805
1396312800,0.03410798510718613
1396313400,0.03511658941592569
1396314000,0.03567501086090217
1396314600,0.03415357446436577
1396315200,0.03189816973518275
1396315800,0.03001986203562483
1396316400,0.027483770454731167
1396317000,0.02373206560993967
1396317600,0.024384971176334987
1396318200,0.023545648100998972
1396318800,0.021970595501459907
1396319400,0.022120669292788133
1396320000,0.021669512028490184
1396320600,0.02231088776338145
1396321200,0.02188945498194633
1396321800,0.02167116808719339
1396322400,0.022066846418387936
1396323000,0.021778613916946833
1396323600,0.021417113250298374
1396324200,0.02090987783775341
1396324800,0.020807251569380084
1396325400,0.02004281708913463
1396326000,0.018841860165647935
1396326600,0.018748097419571386
1396327200,0.016979424002969642
1396327800,0.018842516894786752
1396328400,0.020287305734311024
1396329000,0.024126017902260134
1396329600,0.037803002983409065
1396330200,0.08481834850210801
1396330800,0.11987190982653569
1396331400,0.14303107030912457
1396332000,0.16013216300566468
1396332600,0.17008841982697662
1396333200,0.1705161974485141
1396333800,0.1780972205764119
1396334400,0.1872122845440999
1396335000,0.1888809774195047
1396335600,0.1886466052979261
1396336200,0.188643177744688
1396336800,0.18989606162459746
1396337400,0.19288954786213394
1396338000,0.19664792542696077
1396338600,0.20010028386446324
1396339200,0.19751171820517976
1396339800,0.19613042291002925
1396340400,0.19123534704382708
1396341000,0.18025014495176314
1396341600,0.1334666761685165
1396342200,0.09815063912865041
1396342800,0.07516049622489283
1396343400,0.05925023279429412
1396344000,0.05073088984625116
1396344600,0.05067781652853773
1396345200,0.04629564949506566
1396345800,0.03670529616486041
1396346400,0.03478050937524733
1396347000,0.03930848607855002
1396347600,0.04197837257852169
1396348200,0.04355946367338956
1396348800,0.04073626574757005
1396349400,0.04044562211997747
1396350000,0.04030773108314342
1396350600,0.04130665238446131
1396351200,0.04165504631022158
1396351800,0.044310252721378944
1396352400,0.04247308857186307
1396353000,0.04392194818517221
1396353600,0.0465506736620395
1396354200,0.04989793253557837
1396354800,0.048097729137308885
1396355400,0.0466182679861579
1396356000,0.046526714079246786
1396356600,0.0479799530802813
1396357200,0.047981279060995925
1396357800,0.05454415863462693
1396358400,0.05455489582838681
1396359000,0.05729883140616199
1396359600,0.05738579383832991
1396360200,0.058276528423245655
1396360800,0.056385607919084604
1396361400,0.05447662818693169
1396362000,0.057282696044827504
1396362600,0.12267134041903098
1396363200,0.17287896719769255
1396363800,0.20538221739667692
1396364400,0.221459371249846
1396365000,0.22665441102730507
1396365600,0.2235804356186571
1396366200,0.23340763559506017
1396366800,0.24140057105085755
1396367400,0.24334187534673735
1396368000,0.2403056777775383
1396368600,0.24135908829147018
1396369200,0.23515154744452693
1396369800,0.2320651351996077
1396370400,0.22666793843752356
1396371000,0.22387670494479595
1396371600,0.22259927495783516
1396372200,0.22121962186980026
1396372800,0.22013292995325462
1396373400,0.21677396782461467
1396374000,0.15087912455186386
1396374600,0.09779164690942521
1396375200,0.06344858691855726
1396375800,0.04510206849573086
1396376400,0.037859269198725225
1396377000,0.037193091708099535
1396377600,0.027611195212145306
1396378200,0.020105511009938643
1396378800,0.017190418943534517
1396379400,0.015937385456577278
1396380000,0.015119003950815177
1396380600,0.015614410047756521
1396381200,0.014376538575517952
1396381800,0.01242800046949595
1396382400,0.012483984293090927
1396383000,0.012886794497317713
1396383600,0.012199951667731806
1396384200,0.011993628887321894
1396384800,0.011538403613466936
1396385400,0.010680252771582747
1396386000,0.009959204829774112
1396386600,0.009824072187657976
1396387200,0.01048597660025036
1396387800,0.010809706041182686
1396388400,0.010387401151595019
1396389000,0.010246763846788623
1396389600,0.01039609487677736
1396390200,0.010194371268261422
1396390800,0.010324854508525143
1396391400,0.01010062220058787
1396392000,0.00983617097121915
1396392600,0.010749361392451652
1396393200,0.011244592017420521
1396393800,0.011308921971751765
1396394400,0.01183730318462236
1396395000,0.011941506983145311
1396395600,0.012066730313620476
1396396200,0.012033699449919248
1396396800,0.011619403424854194
1396397400,0.012997254731022872
1396398000,0.012842279341412665
1396398600,0.011641872067432746
1396399200,0.010697045551587044
1396399800,0.011888012384976743
1396400400,0.01174480978498765
1396401000,0.011169464120746563
1396401600,0.01119792427411948
1396402200,0.010854018960885238
1396402800,0.012051624241787873
1396403400,0.012422368233972242
1396404000,0.011227595790750505
1396404600,0.010756957020964108
1396405200,0.010384367534614743
1396405800,0.009379074857612153
1396406400,0.009750006963342406
1396407000,0.009455435906869054
1396407600,0.010475863460822538
1396408200,0.01280336762815765
1396408800,0.011543415637815626
1396409400,0.011854484379809013
1396410000,0.013173000959560118
1396410600,0.013111701067505682
1396411200,0.013869149058390259
1396411800,0.013745888421200251
1396412400,0.013663778456212016
1396413000,0.01371735948710494
1396413600,0.013377154712232003
1396414200,0.011815779309933213
1396414800,0.011585525516745286
1396415400,0.014312486101739496
1396416000,0.019700751828435926
1396416600,0.07957738930535617
1396417200,0.13024890557581004
1396417800,0.16341598160908827
1396418400,0.18479171748095652
1396419000,0.19451741320546034
1396419600,0.19537078243591288
1396420200,0.20493802860457788
1396420800,0.2098113650668544
1396421400,0.21230182876550655
1396422000,0.212318057944679
1396422600,0.21596785321095516
1396423200,0.21767549518954452
1396423800,0.22151997246312868
1396424400,0.22536201141686202
1396425000,0.22510695588281596
1396425600,0.22833479232731924
