index,errors
1396303200,0.48334654578994607
1396303800,0.5438115007370001
1396304400,0.5774122357450042
1396305000,0.5933063334531335
1396305600,0.596510306346981
1396306200,0.5907562128215013
1396306800,0.584054214658168
1396307400,0.5733082715131435
1396308000,0.5603453679240015
1396308600,0.5460376553560624
1396309200,0.5594399609947546
1396309800,0.5721151284423899
1396310400,0.5832240181067764
1396311000,0.594058617180124
1396311600,0.6050486436855825
1396312200,0.5657508175110844
1396312800,0.5251644068986491
1396313400,0.48328830283331076
1396314000,0.44193719210644444
1396314600,0.3998022264253482
1396315200,0.34755458152086743
1396315800,0.3045271733745351
1396316400,0.26836859470938546
1396317000,0.24115448615127147
1396317600,0.21969652112870452
1396318200,0.19846717182232748
1396318800,0.1817878197737699
1396319400,0.1696936670358099
1396320000,0.16122410135227222
1396320600,0.15407153904770565
1396321200,0.1491337580000385
1396321800,0.14631182680065194
1396322400,0.14523488388238914
1396323000,0.1454687091102426
1396323600,0.14649591724807945
1396324200,0.1491766123178134
1396324800,0.15119837503039676
1396325400,0.15268591266476472
1396326000,0.15377180932045503
1396326600,0.15478863182588712
1396327200,0.15841705273591064
1396327800,0.16667472512569861
1396328400,0.18059322889719548
1396329000,0.20301646833264111
1396329600,0.23930329883618495
1396330200,0.2878769788429062
1396330800,0.34120464572940984
1396331400,0.39512741863267214
1396332000,0.4500083512378018
1396332600,0.5034234998968431
1396333200,0.5564629669964359
1396333800,0.6080201036947116
1396334400,0.6578580608883753
1396335000,0.7048171365578598
1396335600,0.7473993875361798
1396336200,0.7829515210675144
1396336800,0.8033879378798542
1396337400,0.8108095113611544
1396338000,0.8144619248612929
1396338600,0.8150394374195178
1396339200,0.8117479003398845
1396339800,0.8010798601333429
1396340400,0.7824156287193833
1396341000,0.749960077096623
1396341600,0.7036430540445303
1396342200,0.6512593466587889
1396342800,0.598098207856721
1396343400,0.546128286646973
1396344000,0.4950366583001508
1396344600,0.44454901434455446
1396345200,0.3926884157312703
1396345800,0.3415414511323764
1396346400,0.29303162612922634
1396347000,0.24885109549877704
1396347600,0.21224470105649954
1396348200,0.19305711331491296
1396348800,0.18850608794964419
1396349400,0.19011567474259872
1396350000,0.193785544887809
1396350600,0.1972839313856547
1396351200,0.19984575878640276
1396351800,0.2039395002322899
1396352400,0.20904582754991016
1396353000,0.21508669797023675
1396353600,0.2210062100728638
1396354200,0.228910702205933
1396354800,0.2333142906712352
1396355400,0.23610728617478385
1396356000,0.23572451768235658
1396356600,0.23568738661221958
1396357200,0.23503422339701482
1396357800,0.23707159839076494
1396358400,0.2385417050652933
1396359000,0.24161032529359644
1396359600,0.24412864394736503
1396360200,0.2461794452345116
1396360800,0.24764752984470065
1396361400,0.25220916329868137
1396362000,0.2686035403590051
1396362600,0.3082645597929674
1396363200,0.35368866903834995
1396363800,0.398168817606558
1396364400,0.4413702780677142
1396365000,0.48393799579833674
1396365600,0.5239880755643942
1396366200,0.5658508274727839
1396366800,0.6085967070102036
1396367400,0.6533033954066884
1396368000,0.6987167275087504
1396368600,0.7442398133530168
1396369200,0.7661866559498427
1396369800,0.7740468893368783
1396370400,0.7741229043933351
1396371000,0.7700923709317818
1396371600,0.7658872700282258
1396372200,0.7601274382494615
1396372800,0.7489917833318064
1396373400,0.7234365526872645
1396374000,0.675382775421172
1396374600,0.620345129948487
1396375200,0.5651518565464989
1396375800,0.5132669365473022
1396376400,0.4622641844005393
1396377000,0.40996845140300947
1396377600,0.3574329384227168
